"code";"description"
"V261";"Motociclista lesionado por colision con otros vehiculos sin motor, pasajero lesionado en accidente no de transito"
"V262";"Motociclista lesionado por colision con otros vehiculos sin motor, motociclista no especificado, lesionado en accidente no de transito"
"V263";"Motociclista lesionado por colision con otros vehiculos sin motor, persona lesionada al subir o bajar del vehiculo"
"V264";"Motociclista lesionado por colision con otros vehiculos sin motor, conductor lesionado en accidente de transito"
"V265";"Motociclista lesionado por colision con otros vehiculos sin motor, pasajero lesionado en accidente de transito"
"V269";"Motociclista lesionado por colision con otros vehiculos sin motor, motociclista no especificado, lesionado en accidente de transito"
"V27";"Motociclista Lesionado Por Colision Con Objeto Fijo O Estacionado"
"V270";"Motociclista lesionado por colision con objeto fijo o estacionado, conductor lesionado en accidente no de transito"
"V271";"Motociclista lesionado por colision con objeto fijo o estacionado, pasajero lesionado en accidente no de transito"
"V272";"Motociclista lesionado por colision con objeto fijo o estacionado, motociclista no especificado, lesionado en accidente no de transito"
"V273";"Motociclista lesionado por colision con objeto fijo o estacionado, persona lesionada al subir o bajar del vehiculo"
"V274";"Motociclista lesionado por colision con objeto fijo o estacionado, conductor lesionado en accidente de transito"
"V275";"Motociclista lesionado por colision con objeto fijo o estacionado, pasajero lesionado en accidente de transito"
"V279";"Motociclista lesionado por colision con objeto fijo o estacionado, motociclista no especificado, lesionado en accidente de transito"
"V28";"Motociclista Lesionado Accidente Transporte Sin Colision"
"V280";"Motociclista lesionado en accidente de transporte sin colision, conductor lesionado en accidente no de transito"
"V281";"Motociclista lesionado en accidente de transporte sin colision, pasajero lesionado en accidente no de transito"
"V282";"Motociclista lesionado en accidente de transporte sin colision, motociclista no especificado, lesionado en accidente no de transito"
"V283";"Motociclista lesionado en accidente de transporte sin colision, persona lesionada al subir o bajar del vehiculo"
"V284";"Motociclista lesionado en accidente de transporte sin colision, conductor lesionado en accidente de transito"
"V285";"Motociclista lesionado en accidente de transporte sin colision, pasajero lesionado en accidente de transito"
"V289";"Motociclista lesionado en accidente de transporte sin colision, motociclista no especificado, lesionado en accidente de transito"
"V29";"Motociclista Lesionado En Otros Accidentes De Transporte, Y En Los No Especificados"
"V290";"Conductor de motocicleta lesionado por colision con otros vehiculos de motor, y con los no especificados en accidente no de transito"
"V291";"Pasajero de motocicleta lesionado por colision con otros vehiculos de motor, y con los no especificados en accidente no de transito"
"V292";"Motociclista no especificado lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente no de transito"
"V293";"Motociclista [cualquiera] lesionado en accidente no de transito, no especificado"
"V294";"Conductor de motocicleta lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente de transito"
"V295";"Pasajero de motocicleta lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente de transito"
"V296";"Motociclista no especificado lesionado por colision con otros vehiculos de motor, y con los no especificados, en accidente de transito"
"V298";"Motociclista [cualquiera] lesionado en otros accidentes de transporte especificados"
"V299";"Motociclista [cualquiera] lesionado en accidente de transito no especificado"
"V30";"Ocupante De Vehiculo De Motor De Tres Ruedas Lesionado Por Colision Con Peaton O Animal"
"V300";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, conductor lesionado en accidente no de transito"
"V301";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, pasajero lesionado en accidente no de transito"
"V302";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, persona que viaja fuera del vehiculo, lesionada en accidente no de transito"
"V303";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, ocupante no especificado de vehiculo de motor de tres ruedas lesionado en accidente no de transito"
"V304";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, persona lesionada al subir o bajar del vehiculo"
"V305";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, conductor lesionado en accidente de transito"
"V306";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, pasajero lesionado en accidente de transito"
"V307";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, persona que viaja fuera del vehiculo, lesionada en accidente de transito"
"V309";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con peaton o animal, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente de transito"
"V31";"Ocupante De Vehiculo De Motor De Tres Ruedas Lesionado Por Colision Con Vehiculo De Pedal"
"V310";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, conductor lesionado en accidente no de transito"
"V311";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, pasajero lesionado en accidente no de transito"
"V312";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, persona que viaja fuera del vehiculo, lesionada en accidente no de transito"
"V313";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente no de transito"
"V314";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, persona lesionada al subir o bajar del vehiculo"
"V315";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, conductor lesionado en accidente de transito"
"V316";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, pasajero lesionado en accidente de transito"
"V317";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, persona que viaja fuera del vehiculo, lesionada en accidente de transito"
"V319";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de pedal, ocupante no especificado de vehiculo de motor de tres ruedas,  lesionado en accidente de transito"
"V32";"Ocupante De Vehiculo De Motor De Tres Ruedas Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas"
"V320";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, conductor lesionado en accidente no de transito"
"V321";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, pasajero lesionado en accidente no de transito"
"V322";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, persona que viaja fuera del vehiculo, lesionada en accidente no de transito"
"V323";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente no de transito"
"V324";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, persona lesionada al subir o bajar del vehiculo"
"V325";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, conductor lesionado en accidente de transito"
"V326";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, pasajero lesionado en accidente de transito"
"V327";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, persona que viaja  fuera del vehiculo, lesionada en accidente de transito"
"V329";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con otro vehiculo de motor de dos o tres ruedas, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente de transito"
"V33";"Ocupante De Vehiculo De Motor De Tres Ruedas Lesionado Por Colision Con Automovil, Camioneta O Furgoneta"
"V330";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, conductor lesionado en accidente no de transito"
"V331";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, pasajero lesionado en accidente no de transito"
"V332";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, persona que viaja  fuera del vehiculo, lesionada en accidente no de transito"
"V333";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente no de transito"
"V334";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, persona lesionada al subir o bajar del vehiculo"
"V335";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, conductor lesionado en accidente de transito"
"V336";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, pasajero lesionado en accidente de transito"
"V337";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, persona que viaja fuera del vehiculo, lesionada en accidente de transito"
"V339";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con automovil, camioneta o furgoneta, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente de transito"
"V34";"Ocupante De Vehiculo De Motor De Tres Ruedas Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V340";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, conductor lesionado en accidente no de transito"
"V341";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, pasajero lesionado en accidente no de transito"
"V342";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, persona que viaja fuera del vehiculo, lesionada en accidente no de transito"
"V343";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, ocupante no especificado de vehiculo de motor de tres ruedas, lesionado en accidente no de transito"
"V344";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, persona lesionada al subir o bajar del vehiculo"
"V345";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, conductor lesionado en accidente de transito"
"V346";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, pasajero lesionado en accidente de transito"
"V347";"Ocupante de vehiculo de motor de tres ruedas lesionado por colision con vehiculo de transporte pesado o autobus, persona que viaja fuera del vehiculo, lesionada en accidente de transito"
